#NODE_DATA_v1.0
#REFS
#ref
#samp_g0_3_h0
#samp_g1_4_h0
#samp_g1_0_h0
#samp_g1_0_h1
#samp_g0_1_h1
#samp_g1_3_h0
#samp_g0_22_h1
#samp_g1_2_h0
#samp_g1_14_h0
#samp_g1_30_h1
#samp_g0_3_h1
#samp_g1_5_h0
#samp_g0_0_h0
#samp_g1_33_h1
#samp_g1_7_h1
#samp_g0_50_h0
#samp_g1_41_h1
#samp_g0_4_h0
#samp_g0_6_h0
#samp_g1_25_h1
#samp_g1_3_h1
#samp_g0_25_h1
#samp_g1_8_h0
#samp_g1_62_h1
#samp_g0_1_h0
#samp_g1_20_h0
#samp_g0_27_h0
#samp_g1_7_h0
#samp_g1_8_h1
#samp_g0_32_h0
#samp_g1_32_h0
#samp_g1_2_h1
#samp_g1_5_h1
#samp_g1_12_h1
#samp_g1_81_h0
#samp_g1_16_h0
#samp_g1_13_h1
#samp_g1_4_h1
#samp_g1_22_h0
#samp_g0_78_h0
#samp_g0_19_h0
#samp_g1_36_h0
#samp_g1_10_h1
#samp_g0_9_h1
#samp_g0_13_h0
#samp_g1_18_h1
#samp_g0_14_h1
#samp_g1_29_h1
#samp_g1_1_h1
#samp_g0_0_h1
#samp_g0_2_h1
#samp_g0_56_h0
#samp_g1_17_h1
#samp_g0_9_h0
#samp_g0_10_h0
#samp_g0_37_h1
#samp_g0_49_h1
#samp_g1_6_h1
#samp_g1_21_h1
#samp_g1_6_h0
#samp_g0_33_h1
#samp_g1_27_h0
#samp_g1_26_h1
#samp_g0_5_h1
#samp_g1_1_h0
#samp_g0_11_h1
#samp_g0_75_h0
#samp_g1_62_h0
#samp_g1_30_h0
#samp_g0_43_h0
#samp_g0_29_h0
#samp_g1_23_h1
#samp_g1_91_h1
#samp_g1_57_h1
#samp_g1_97_h1
#samp_g1_38_h1
#samp_g0_69_h0
#samp_g1_70_h1
#samp_g0_64_h0
#samp_g1_45_h1
#samp_g0_79_h0
#samp_g0_20_h1
#samp_g0_8_h0
#samp_g1_50_h1
#NODES
#NODE	REF_INDEX	POSITION	DEPTH
>3524	75	210747	1
>3525	75	211018	0
>3526	75	211315	1
>3527	52	205829	2
>3528	75	211443	2
>3529	75	211444	1
>3530	75	211576	2
>3531	7	203204	2
>3532	75	211577	1
>3533	75	211721	2
>3534	55	213418	2
>3535	75	211722	1
>3536	52	206277	2
>3537	75	211891	2
>3538	75	211892	1
>3539	75	212096	2
>3540	52	206482	2
>3541	75	212097	1
>3542	75	212208	2
>3543	52	206594	2
>3544	75	212209	1
>3545	77	209558	2
>3546	75	212437	2
>3547	75	212438	1
>3548	75	212690	0
>3549	67	216847	1
>3550	67	216910	2
>3551	52	207292	2
>3552	67	216911	1
>3553	31	196187	2
>3554	67	217019	2
>3555	67	217020	1
>3556	67	217215	2
>3557	77	210332	2
>3558	67	217216	1
>3559	67	217424	2
>3560	22	207689	2
>3561	67	217425	1
>3562	75	212843	0
>3563	40	209586	1
>3564	75	212929	1
>3565	75	212930	0
>3566	75	213175	1
>3567	67	217927	1
>3568	75	213176	0
>3569	40	210050	1
>3570	75	213393	1
>3571	75	213394	0
>3572	35	212635	1
>3573	75	213523	1
>3574	75	213524	0
>3575	17	207345	1
>3576	17	207345	2
>3577	17	207516	2
>3578	17	207517	1
>3579	17	207650	2
>3580	78	208555	2
>3581	78	208556	1
>3582	78	208612	2
>3583	17	207707	2
>3584	78	208613	1
>3585	47	214054	2
>3586	78	208737	2
>3587	78	208738	1
>3588	75	213596	0
>3589	75	213854	1
>3590	75	214093	0
>3591	40	211024	1
>3592	75	214367	1
>3593	75	214368	0
>3594	75	214522	1
>3595	73	211662	1
>3596	75	214523	0
>3597	75	214589	1
>3598	73	211729	1
>3599	75	214590	0
>3600	75	214780	1
>3601	40	211437	1
>3602	75	214781	0
>3603	73	212176	1
>3604	75	215036	0
>3605	75	215190	1
>3606	52	210324	1
>3607	75	215191	0
>3608	73	212479	1
>3609	75	215260	1
>3610	75	215261	0
>3611	75	215325	1
>3612	35	214437	1
>3613	75	215326	0
>3614	73	212692	1
>3615	73	212971	2
>3616	79	211811	2
>3617	73	212972	1
>3618	79	211944	2
>3619	73	213104	2
>3620	73	213105	1
>3621	30	210869	2
>3622	73	213347	2
>3623	73	213348	1
>3624	79	212281	2
>3625	73	213441	2
>3626	73	213442	1
>3627	75	215473	0
>3628	40	213176	1
>3629	75	215564	1
>3630	75	215565	0
>3631	75	215708	1
>3632	73	213882	1
>3633	75	215709	0
>3634	73	214100	1
>3635	75	215926	1
>3636	75	215927	0
>3637	75	216085	1
>3638	73	214259	1
>3639	75	216086	0
>3640	75	216285	1
>3641	73	214459	1
>3642	75	216286	0
>3643	75	216453	1
>3644	73	214627	1
>3645	75	216454	0
>3646	73	214785	1
>3647	75	216611	1
>3648	75	216612	0
>3649	75	216676	1
>3650	35	215788	1
>3651	75	216677	0
>3652	35	216057	1
>3653	75	216945	0
>3654	75	217070	1
>3655	35	216338	1
>3656	75	217071	0
>3657	74	217079	1
>3658	75	217219	1
>3659	75	217220	0
>3660	75	217321	1
>3661	68	213465	1
>3662	75	217322	0
>3663	75	217529	1
>3664	75	217828	0
>3665	40	215416	1
>3666	72	214551	2
>3667	40	215523	2
>3668	40	215524	1
>3669	40	215751	2
>3670	80	214169	2
>3671	40	215752	1
>3672	75	217947	0
>3673	75	218007	1
>3674	74	217867	1
>3675	75	218008	0
>3676	67	223121	1
>3677	75	218290	1
>3678	75	218291	0
>3679	24	213215	1
>3680	24	213306	2
>3681	63	210277	2
>3682	24	213307	1
>3683	75	218404	0
>3684	57	215376	1
>3685	75	218533	1
>3686	75	218534	0
>3687	75	218597	1
>3688	75	218755	0
>3689	75	218844	1
>3690	35	217655	1
>3691	75	218845	0
>3692	62	215072	1
>3693	75	219141	1
>3694	75	219142	0
>3695	73	217223	1
>3696	75	219207	1
>3697	75	219208	0
>3698	75	219390	1
>3699	35	218201	1
>3700	75	219391	0
>3701	81	217760	1
>3702	81	217760	2
>3703	81	217893	2
>3704	81	217894	1
>3705	81	218003	2
>3706	81	218003	2
>3707	81	218004	1
>3708	75	219672	0
>3709	73	217939	1
>3710	75	219923	0
>3711	75	220024	1
>3712	40	218086	1
>3713	75	220025	0
>3714	75	220318	1
>3715	77	218605	2
>3716	75	220573	2
>3717	75	220574	1
>3718	75	220698	0
>3719	75	220818	1
>3720	75	221093	2
>3721	35	220067	2
>3722	75	221094	1
>3723	68	217040	2
>3724	75	221190	2
>3725	75	221191	1
>3726	75	221465	0
>3727	75	221696	1
>3728	73	219875	1
>3729	75	221697	0
>3730	8	218819	1
>3731	75	221853	0
>3732	75	222147	1
>3733	73	220326	1
>3734	75	222148	0
>3735	40	220458	1
>3736	75	222396	1
>3737	75	222397	0
>3738	24	217432	1
>3739	75	222605	1
>3740	75	222606	0
>3741	75	222763	1
>3742	82	213526	1
>3743	75	222764	0
>3744	75	223002	1
>3745	46	218529	1
>3746	75	223003	0
>3747	73	221383	1
>3748	75	223204	1
>3749	75	223205	0
>3750	78	218668	1
>3751	75	223341	0
>3752	75	223409	1
>3753	73	221588	1
>3754	75	223410	0
>3755	75	223573	1
>3756	75	223683	0
>3757	75	223782	1
>3758	73	221961	1
>3759	75	223783	0
>3760	75	223896	1
>3761	78	219469	1
>3762	75	223897	0
>3763	75	224124	1
>3764	75	224406	0
>3765	35	223552	1
>3766	75	224578	1
>3767	75	224579	0
>3768	67	229494	1
>3769	75	224658	1
>3770	75	224659	0
>3771	75	224882	1
>3772	35	223856	1
>3773	75	224883	0
>3774	73	223333	1
>3775	75	225154	1
>3776	75	225155	0
>3777	75	225298	1
>3778	73	223477	1
>3779	75	225299	0
>3780	75	225431	1
>3781	81	224068	1
>3782	75	225432	0
>3783	73	223739	1
>3784	75	225560	1
>3785	75	225561	0
>3786	75	225720	1
>3787	75	225910	2
>3788	67	230746	2
>3789	75	225911	1
>3790	75	226027	2
>3791	71	220652	2
>3792	75	226028	1
>3793	30	221854	2
>3794	75	226214	2
>3795	75	226215	1
>3796	67	231135	2
>3797	75	226299	2
>3798	75	226300	1
>3799	75	226417	2
>3800	67	231253	2
>3801	75	226418	1
>3802	67	231459	2
>3803	75	226623	2
>3804	75	226624	1
>3805	57	223546	2
>3806	75	226698	2
>3807	75	226699	1
>3808	75	226864	0
>3809	73	223989	1
>3810	75	226954	1
>3811	75	226955	0
>3812	75	227104	1
>3813	73	224139	1
>3814	75	227105	0
>3815	73	224326	1
>3816	75	227291	1
>3817	75	227292	0
>3818	75	227537	1
>3819	81	225030	1
>3820	75	227538	0
>3821	73	224767	1
>3822	75	227732	1
>3823	75	227733	0
>3824	35	225841	1
>3825	75	228011	1
>3826	75	228012	0
>3827	73	225120	1
>3828	75	228085	1
>3829	75	228086	0
>3830	75	228177	1
>3831	75	228319	0
>3832	75	228611	1
>3833	35	226685	2
>3834	75	228855	2
>3835	75	228856	1
>3836	67	233796	2
>3837	75	229102	2
>3838	75	229103	1
>3839	67	233903	2
>3840	75	229209	2
>3841	75	229210	1
>3842	81	226837	2
>3843	75	229486	2
>3844	75	229487	1
>3845	75	229701	0
>3846	73	226839	1
>3847	75	229946	1
>3848	75	229947	0
>3849	35	227852	1
>3850	75	230022	1
>3851	75	230023	0
>3852	75	230200	1
>3853	81	227551	1
>3854	75	230201	0
>3855	73	227257	1
>3856	75	230364	1
>3857	75	230365	0
>3858	75	230490	1
>3859	40	227266	1
>3860	75	230491	0
>3861	73	227466	1
>3862	75	230573	1
>3863	75	230574	0
>3864	73	227639	1
>3865	75	230746	1
>3866	75	230747	0
>3867	73	227799	1
>3868	73	227940	2
>3869	48	218836	2
>3870	73	227941	1
>3871	75	230906	0
>3872	67	235966	1
>3873	75	231065	1
>3874	75	231066	0
>3875	75	231173	1
>3876	75	231341	0
>3877	73	228641	1
>3878	75	231541	1
>3879	75	231542	0
>3880	75	231815	1
>3881	73	228915	1
>3882	75	231816	0
>3883	75	231999	1
>3884	40	228775	1
>3885	75	232000	0
>3886	21	228472	1
>3887	75	232081	0
>3888	75	232317	1
>3889	35	230463	2
>3890	75	232426	2
>3891	75	232427	1
>3892	75	232695	2
>3893	30	228400	2
>3894	75	232696	1
>3895	35	230888	2
>3896	75	232851	2
>3897	75	232852	1
>3898	75	232987	0
>3899	75	233207	1
>3900	81	229927	1
>3901	75	233208	0
>3902	75	233462	1
>3903	77	230389	1
>3904	75	233463	0
>3905	75	233611	1
>3906	73	230041	1
>3907	75	233612	0
>3908	68	228509	1
>3909	75	233809	1
>3910	75	233810	0
>3911	73	230434	1
>3912	75	234004	1
>3913	75	234005	0
>3914	77	231134	1
>3915	75	234207	1
>3916	75	234208	0
>3917	31	215771	1
>3918	75	234460	1
>3919	75	234461	0
>3920	75	234602	1
>3921	67	239503	1
>3922	75	234603	0
>3923	73	231089	1
>3924	83	229353	2
>3925	73	231312	2
>3926	73	231313	1
>3927	73	231609	2
>3928	78	228796	2
>3929	73	231610	1
>3930	31	216670	2
>3931	73	231789	2
>3932	73	231790	1
>3933	73	231904	2
>3934	24	227925	2
>3935	73	231905	1
>3936	73	232076	2
>3937	35	233683	2
>3938	73	232077	1
>3939	75	234659	0
>3940	73	232367	1
>3941	75	234773	1
>3942	75	234774	0
>3943	75	235064	1
>3944	73	232658	1
>3945	75	235065	0
>3946	73	232928	1
>3947	75	235334	0
>3948	75	235463	1
>3949	67	240461	1
>3950	75	235464	0
>3951	73	233373	1
>3952	75	235682	0
>3953	75	235854	1
>3954	69	239576	1
>3955	75	235855	0
>3956	75	236096	1
>3957	73	234020	1
>3958	75	236097	0
>3959	77	233409	1
>3960	75	236152	0
>3961	75	236205	1
>3962	81	233022	1
>3963	75	236206	0
>3964	81	233270	1
>3965	75	236453	1
>3966	75	236454	0
>3967	75	236695	1
>3968	81	233512	1
>3969	75	236696	0
>3970	35	236129	1
>3971	75	236831	1
>3972	75	236832	0
>3973	80	232872	1
>3974	75	237043	1
>3975	75	237044	0
>3976	75	237099	1
>3977	77	234452	1
>3978	75	237100	0
>3979	24	230998	1
>3980	75	237286	1
>3981	75	237287	0
>3982	77	234697	1
>3983	75	237344	1
>3984	75	237345	0
>3985	81	234318	1
>3986	75	237501	1
>3987	75	237502	0
>3988	24	231310	1
>3989	75	237598	1
>3990	75	237599	0
>3991	73	235591	1
>3992	75	237667	1
>3993	75	237668	0
>3994	73	235713	1
>3995	75	237789	1
>3996	75	237790	0
>3997	73	235997	1
>3998	75	238073	1
>3999	75	238074	0
>4000	79	231764	1
>4001	75	238140	1
>4002	75	238141	0
>4003	81	235156	1
>4004	75	238339	1
>4005	75	238340	0
>4006	75	238565	1
>4007	73	236489	1
>4008	75	238566	0
>4009	81	235465	1
>4010	75	238648	0
>4011	81	235914	1
>4012	75	238834	0
>4013	75	239004	1
>4014	75	239178	0
>4015	75	239397	1
>4016	75	239637	0
>4017	24	233570	1
>4018	75	239835	1
>4019	75	239836	0
>4020	75	240118	1
>4021	81	237082	1
>4022	75	240119	0
>4023	40	238239	1
>4024	84	232553	2
>4025	40	238331	2
>4026	40	238332	1
>4027	40	238512	2
>4028	55	242729	2
>4029	40	238513	1
>4030	40	238690	2
>4031	84	232912	2
>4032	40	238691	1
>4033	40	238974	2
>4034	40	238974	2
>4035	40	238975	1
>4036	75	240209	0
>4037	75	240416	1
>4038	35	239300	1
>4039	75	240417	0
>4040	73	238174	1
>4041	75	240664	1
>4042	75	240665	0
>4043	75	240963	1
>4044	78	235899	1
>4045	75	240964	0
>4046	75	241185	1
>4047	73	238695	1
>4048	75	241186	0
>4049	75	241472	1
>4050	73	238982	1
>4051	75	241473	0
>4052	77	238724	1
>4053	75	241545	1
>4054	75	241546	0
>4055	75	241611	1
>4056	41	236891	1
>4057	75	241612	0
>4058	75	241766	1
>4059	40	240666	1
>4060	75	241767	0
>4061	75	242047	1
>4062	73	239557	1
>4063	75	242048	0
>4064	73	239646	1
>4065	75	242136	0
>4066	40	241328	1
>4067	75	242428	1
>4068	75	242429	0
>4069	75	242703	1
>4070	75	242987	0
>4071	73	240484	1
>4072	75	243068	1
>4073	75	243069	0
>4074	35	242200	1
>4075	75	243316	1
>4076	75	243317	0
>4077	73	240971	1
>4078	75	243555	1
>4079	75	243556	0
>4080	75	243719	1
>4081	35	242603	1
>4082	75	243720	0
>4083	67	248717	1
>4084	75	243820	1
>4085	75	243821	0
>4086	75	244086	1
>4087	75	244384	2
>4088	80	240287	2
>4089	75	244385	1
>4090	75	244522	0
>4091	75	244626	1
>4092	55	247933	1
>4093	75	244627	0
>4094	75	244772	1
>4095	73	241752	1
>4096	75	244773	0
>4097	40	243872	1
>4098	75	244972	0
>4099	73	242175	1
>4100	75	245195	1
>4101	75	245196	0
>4102	73	242318	1
>4103	75	245338	1
>4104	75	245339	0
>4105	31	228185	1
>4106	5	248376	2
>4107	31	228243	2
>4108	31	228244	1
>4109	31	228459	2
>4110	31	228459	2
>4111	31	228460	1
>4112	75	245561	0
>4113	75	245770	1
>4114	75	245911	2
>4115	73	242891	2
>4116	75	245912	1
>4117	75	246049	2
>4118	73	243029	2
>4119	75	246050	1
>4120	75	246155	2
>4121	78	241091	2
>4122	75	246156	1
>4123	75	246313	0
>4124	81	243245	1
>4125	78	241782	2
>4126	81	243526	2
>4127	81	243527	1
>4128	33	242574	2
>4129	81	243671	2
>4130	81	243672	1
>4131	81	243934	2
>4132	77	244903	2
>4133	81	243935	1
>4134	80	243434	2
>4135	81	244211	2
>4136	81	244212	1
>4137	75	246565	0
>4138	67	251258	1
>4139	75	246797	1
>4140	75	246798	0
>4141	73	243976	1
>4142	75	246996	1
>4143	75	246997	0
>4144	75	247056	1
>4145	79	239775	1
>4146	75	247057	0
>4147	35	245745	1
>4148	75	247297	0
>4149	73	244572	1
>4150	75	247592	1
>4151	75	247593	0
>4152	73	244860	1
>4153	75	247880	1
>4154	75	247881	0
>4155	75	247993	1
>4156	73	244973	1
>4157	75	247994	0
>4158	67	252757	1
>4159	75	248178	1
>4160	75	248179	0
>4161	75	248376	1
>4162	67	253121	2
>4163	75	248542	2
>4164	75	248543	1
>4165	75	248649	0
>4166	75	248832	1
>4167	71	243876	1
>4168	75	248833	0
>4169	81	246529	1
>4170	75	248955	1
>4171	75	248956	0
>4172	75	249203	1
>4173	75	249393	0
>4174	75	249567	1
>4175	84	242807	1
>4176	75	249568	0
>4177	75	249798	1
>4178	75	249974	2
>4179	73	246681	2
>4180	75	249975	1
>4181	74	248992	2
>4182	75	250132	2
>4183	75	250133	1
>4184	75	250396	2
>4185	35	248772	2
>4186	75	250397	1
>4187	75	250522	2
>4188	79	243359	2
>4189	75	250523	1
>4190	75	250674	0
>4191	20	247580	1
>4192	75	250913	1
>4193	75	250914	0
>4194	75	251034	1
>4195	79	243871	1
>4196	75	251035	0
>4197	73	248029	1
>4198	75	251322	1
>4199	75	251323	0
>4200	75	251376	1
>4201	40	248982	1
>4202	75	251377	0
>4203	73	248373	1
>4204	75	251666	1
>4205	75	251667	0
>4206	73	248553	1
>4207	75	251846	1
>4208	75	251847	0
>4209	75	252133	1
>4210	75	252226	2
>4211	73	248933	2
>4212	75	252227	1
>4213	75	252289	2
>4214	73	248996	2
>4215	75	252290	1
>4216	73	249202	2
>4217	75	252495	2
>4218	75	252496	1
>4219	75	252739	2
>4220	40	250345	2
>4221	75	252740	1
>4222	75	252791	2
>4223	73	249498	2
>4224	75	252792	1
>4225	75	252887	2
>4226	40	250493	2
>4227	75	252888	1
>4228	75	253077	2
>4229	82	243172	2
>4230	75	253078	1
>4231	77	251493	2
>4232	75	253140	2
>4233	75	253141	1
>4234	75	253331	2
>4235	68	248073	2
>4236	75	253332	1
>4237	75	253441	2
>4238	40	251047	2
>4239	75	253442	1
>4240	75	253628	2
>4241	73	250335	2
>4242	75	253629	1
>4243	75	253807	2
>4244	77	252160	2
>4245	75	253808	1
>4246	81	250463	2
>4247	75	253955	2
>4248	75	253956	1
>4249	75	254093	0
>4250	75	254171	1
>4251	16	249204	1
>4252	75	254172	0
>4253	75	254391	1
>4254	75	254470	2
>4255	68	249212	2
>4256	75	254471	1
>4257	75	254726	2
>4258	68	249468	2
>4259	75	254727	1
>4260	75	254987	0
>4261	81	251064	1
>4262	40	252392	2
>4263	81	251294	2
>4264	81	251295	1
>4265	81	251491	2
>4266	79	245860	2
>4267	81	251492	1
>4268	31	237530	2
>4269	81	251578	2
>4270	81	251579	1
>4271	75	255152	0
>4272	75	255431	0
